0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,13,0,12,12,12,12,12,12,0,11,11,11,11,11,11,11,11,0,15,15,15,15,15,15,15,15,0
0,13,13,13,0,12,12,12,12,12,12,0,11,11,11,11,11,11,11,11,0,15,15,15,15,15,15,15,15,0
0,0,13,0,0,12,12,12,12,12,12,0,11,11,11,11,11,11,11,11,0,15,15,15,15,15,15,15,15,0
0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,0
0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
0,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,14,14,14,14,14,14,0
0,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,14,14,14,14,14,14,0
0,13,13,13,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,0
0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,0,0,0,0,0,0,0
0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,17,17,17,17,17,0
0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,19,19,19,19,0,16,16,16,0,16,16,0,16,16,0
0,0,18,18,18,18,0,10,10,10,10,10,10,10,0,19,19,19,19,0,16,16,16,0,16,16,0,16,16,0
0,0,18,18,18,18,0,10,10,10,10,10,10,10,0,19,19,19,19,0,16,16,16,16,16,16,16,16,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
